question,answer
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 dogs, 8 cats, 10 fireflys, 14 ants, 12 butterflys?
",276
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 cows, 7 spiders, 8 tigers, 5 elephants, 1 starfish?
",145
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 insects, 14 jellyfishs, 15 cows, 8 deers, 8 woodlouses, 5 elephants, 7 wasps, 4 spiders?
",334
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 scorpions, 5 insects, 9 crabs, 7 lobsters?
",246
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 crickets, 6 scorpions, 1 leech, 9 snakes, 15 flatworms?
",102
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 lobsters, 9 fireflys, 12 leechs, 8 sheeps, 3 spiders, 8 giraffes, 4 tigers, 1 cricket, 13 lions, 3 cats?
",298
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 wasps, 6 fireflys, 14 lobsters, 8 ants, 2 cats, 11 crickets, 15 humans, 6 cockroachs, 7 praying mantiss, 8 elephants?
",462
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 beetles, 1 sheep, 3 sea slugs, 4 jellyfishs?
",70
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 starfishs, 5 tigers, 4 butterflys, 10 scorpions, 5 ants, 5 spiders, 4 sea slugs?
",249
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 7 sea slugs, 14 fireflys, 13 deers, 4 crickets, 7 wasps?
",202
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 horses, 11 lobsters, 6 birds, 10 woodlouses, 6 lions?
",346
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 bees, 14 humans, 15 insects, 9 giraffes, 15 scorpions, 15 cows, 13 sheeps, 6 starfishs, 7 wasps, 7 shrimps?
",546
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 cats, 2 ants, 5 horses, 9 sheeps, 6 giraffes, 12 birds, 6 jellyfishs?
",176
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 grasshoppers, 11 giraffes, 3 shrimps, 11 beetles, 10 bees, 13 snakes, 9 starfishs, 15 lobsters, 8 fireflys, 8 ducks?
",543
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 cows, 2 spiders, 11 starfishs, 12 deers?
",155
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 crabs, 2 praying mantiss, 1 tiger, 4 bees, 6 lions, 4 birds, 7 cats, 13 wasps, 5 sheeps, 1 beetle?
",334
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 butterflys, 6 giraffes, 8 insects, 12 ants, 8 beetles, 1 cat, 6 woodlouses?
",316
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 cats, 6 butterflys, 4 woodlouses, 11 crickets, 13 jellyfishs, 2 bees, 11 tigers, 6 scorpions?
",278
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 dogs, 15 butterflys, 11 horses, 1 bee, 1 starfish?
",157
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 9 woodlouses, 10 beetles, 13 snakes, 10 horses, 9 flatworms, 13 dogs, 5 chickens, 2 shrimps, 6 cows, 11 butterflys?
",398
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 tigers, 9 starfishs, 13 deers, 9 ants, 11 fireflys?
",237
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 deers, 3 bees, 2 grasshoppers, 1 woodlouse, 13 giraffes, 11 cows, 14 wasps, 7 ants, 3 lions, 1 spider?
",318
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 woodlouses, 2 dogs, 6 spiders, 13 giraffes, 12 cockroachs, 4 beetles, 15 praying mantiss, 14 fireflys, 2 grasshoppers, 8 insects?
",648
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 6 spiders, 11 leechs, 15 birds, 8 tigers, 10 beetles, 10 chickens, 12 butterflys, 10 insects, 6 crabs?
",382
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 lions, 1 cat, 10 ducks, 5 humans, 1 deer, 9 starfishs, 6 horses, 2 dogs, 4 cockroachs?
",199
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 grasshoppers, 11 woodlouses, 3 birds, 9 leechs, 15 dogs, 3 ants, 6 cockroachs?
",364
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 praying mantiss, 12 humans, 12 dogs, 4 giraffes?
",136
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 15 cockroachs, 7 dogs, 6 ants?
",154
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 lions, 7 ducks, 10 cows?
",98
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 10 humans, 6 lions, 6 dogs, 14 grasshoppers, 6 crabs, 8 beetles, 14 shrimps, 5 ducks?
",410
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 deers, 15 sheeps, 5 ducks, 9 birds, 13 snakes?
",120
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 5 lobsters, 1 crab, 14 sea slugs, 3 cats, 13 butterflys, 14 flatworms?
",150
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 wasps, 1 horse, 15 crickets, 2 cows, 7 spiders, 14 starfishs, 11 tigers, 15 leechs, 9 sheeps?
",326
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 crabs, 10 butterflys, 13 tigers, 8 lobsters, 1 scorpion, 14 spiders, 8 beetles, 10 humans?
",510
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 11 sea slugs, 4 ants, 3 giraffes, 2 ducks, 12 sheeps, 7 elephants, 14 starfishs, 5 woodlouses, 1 firefly, 15 horses?
",322
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 8 flatworms, 7 wasps, 15 ducks?
",72
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 snakes, 12 starfishs, 13 tigers, 14 grasshoppers?
",196
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 12 elephants, 2 bees, 9 sea slugs, 15 ducks?
",90
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 12 crabs, 11 bees, 15 cats, 7 fireflys, 13 lobsters, 8 snakes, 6 lions?
",442
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 4 snakes, 3 deers, 14 spiders, 2 ants, 10 chickens, 13 starfishs?
",221
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 fireflys, 10 cats, 5 cows, 15 birds?
",108
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 13 lions, 7 cows, 8 flatworms, 14 sheeps, 9 bees?
",190
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 12 ants, 5 cats, 14 insects, 8 giraffes, 11 starfishs, 6 jellyfishs, 14 snakes, 12 butterflys, 2 chickens?
",339
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 woodlouses, 8 starfishs, 8 birds?
",252
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 12 giraffes, 7 praying mantiss, 7 lions, 13 crickets, 2 elephants?
",204
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 bird, 1 shrimp, 11 elephants, 9 spiders, 15 chickens, 9 wasps, 12 horses, 5 scorpions?
",300
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 1 cockroach, 8 butterflys, 2 crickets, 5 lobsters, 4 chickens?
",124
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 3 dogs, 8 chickens, 6 spiders, 14 ants, 3 snakes, 5 birds?
",170
"Your task is to count how many legs there are in total when given a list of animals.

Now, how many legs are there in total if you have 14 cats, 7 beetles, 3 tigers, 10 grasshoppers, 13 flatworms, 13 spiders, 2 cows, 6 dogs, 1 chicken?
",308
